index,date,account_name,amount,message,vs,name,label
15799,2023-11-30,,-5.0,Zverejňovanie účtu,,Kresťanská únia,PS
15800,2023-11-30,,-5.0,Poplatok za vedenie účtu,,Kresťanská únia,PS
15801,2023-10-31,,-5.0,Zverejňovanie účtu,,Kresťanská únia,PS
15802,2023-10-31,,-5.0,Poplatok za vedenie účtu,,Kresťanská únia,PS
15803,2023-10-23,Bittner print s.r.o.,-15366.65,Úhrada FA 1020234610 - tlač volebných plagátov a bannerov,1020234610.0,Kresťanská únia,PS
15804,2023-10-09,"JM create, s.r.o.",-330.0,Úhrada FA 20230067 - úhrada za demontáž reklamnej plachty,20230067.0,Kresťanská únia,PS
15805,2023-10-09,Dom kultúry v Čadci,-25.0,Úhrada FA 230098 - prenájom priestorov,230098.0,Kresťanská únia,PS
15806,2023-10-08,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15807,2023-10-08,,-631.85,"B1637204839-44544 17** **** 8935;Mailchimp ,678-9990141 ,US ;06.10.2023 13:28:56 ;CashBack:0 EUR",,Kresťanská únia,PS
15808,2023-10-06,"Slovenská pošta, a.s.",-210367.01,Úhrada FA 9001636036 - úhrada za distribúciu letákov Pošta Bratislava 12,9001636036.0,Kresťanská únia,PS
15809,2023-10-03,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15810,2023-10-03,,-398.18,"B1633404767-44544 17** **** 8935;FACEBK 5CTFYTP9B2 ,fb.me/ads ,IE ;02.10.2023 11:49:06 ;CashBack:0 EUR",,Kresťanská únia,PS
15812,2023-09-30,,-5.0,Zverejňovanie účtu,,Kresťanská únia,PS
15811,2023-09-30,,-5.0,Poplatok za vedenie účtu,,Kresťanská únia,PS
15813,2023-09-29,,-10.0,Poplatok za klientské storno,,Kresťanská únia,PS
15829,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15828,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15822,2023-09-28,,-447.17,"B1629705936-44544 17** **** 8935;FACEBK JUPZSUFGQ2 ,fb.me/ads ,IE ;27.09.2023 06:29:09 ;CashBack:0 EUR",,Kresťanská únia,PS
15826,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15825,2023-09-28,,-800.0,"B1629737784-44544 17** **** 8935;FACEBK S3V9TUFGQ2 ,fb.me/ads ,IE ;27.09.2023 12:06:31 ;CashBack:0 EUR",,Kresťanská únia,PS
15824,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15823,2023-09-28,,-800.0,"B1629700060-44544 17** **** 8935;FACEBK 2825JRX9B2 ,fb.me/ads ,IE ;27.09.2023 17:14:45 ;CashBack:0 EUR",,Kresťanská únia,PS
15827,2023-09-28,,-800.0,"B1629826348-44544 17** **** 8935;FACEBK DF6PXTKGQ2 ,fb.me/ads ,IE ;27.09.2023 18:41:06 ;CashBack:0 EUR",,Kresťanská únia,PS
15821,2023-09-28,,-800.0,"B1628934143-44544 17** **** 8935;FACEBK B78BCUPFQ2 ,fb.me/ads ,IE ;26.09.2023 14:39:33 ;CashBack:0 EUR",,Kresťanská únia,PS
15819,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15818,2023-09-28,,-800.0,"B1629042554-44544 17** **** 8935;FACEBK Q2BMEUTFQ2 ,fb.me/ads ,IE ;26.09.2023 20:41:44 ;CashBack:0 EUR",,Kresťanská únia,PS
15817,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15816,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
15815,2023-09-28,,-0.25,Poplatok za platbu kartou,,Kresťanská únia,PS
