index,date,amount,account_name,message,vs
0,2022-10-28,-7384.0,"EPoS SB,s.r.o.","Graficke prace,prenajmy reklamnych ploch,tlac a vyroba reklamnych predmetov pre volby do VUC a MsZ 2022",40000617
1,2022-10-28,-1612.5,"EPoS SB,s.r.o.","Graficke prace,prenajmy reklamnych ploch,tlac a vyroba reklamnych predmetov pre volby do VUC a MsZ 2022",40000597
2,2022-10-28,-324.0,Halo media s.r.o.,Inzercia a distribucia Halo noviny,20220078
3,2022-10-27,-1800.0,,vystupenie Konyare 25.10.2022,20220041
4,2022-10-27,-600.0,Ferenc,technicke zabezpecenie 25.10.2022,122022
5,2022-10-27,-2200.0,,vystupenie Pisancin Kalman 25.10.2022,20220005
6,2022-10-27,-1.01,Mesto Sabinov,prenajom bufetu,27102022
7,2022-10-27,-550.0,Mesto Sabinov,prenajom sportovej haly,9116200232
8,2022-10-27,-500.0,RODU SRO,technicke zabezpecenie 25.10.2023,22019
9,2022-10-26,-1.58,Platba kartou,FACEBK FAZ2QF7E fb.me/ads,****9941
10,2022-10-26,5000.0,"ZTS SABINOV, A.S.",,590797
11,2022-10-25,-12.0,Platba kartou,FACEBK UGMQFGPE fb.me/ads,****9941
12,2022-10-25,-150.0,,Za prenajom priestorov KD Orkucany,1216200059
13,2022-10-24,-12.0,"VUB,A.S.",DDFACEBK~HSYS5GTDfb.me/ads~~~~~~P1,****9941
14,2022-10-24,-125.3,,Graficke prace a online letak manual volica,20220013
15,2022-10-20,-600.0,,/DO2022-10-20/SP Vytvorenie webovej stranky,20220189
16,2022-10-20,-27.72,,Dan za uzivanie verejneho priestranstva,2812200148
17,2022-10-20,-6.6,,,2811200149
18,2022-10-20,-600.0,,reklamne video c. 3,20220008
19,2022-10-17,-12.0,"VUB,A.S.",DDFACEBK~WZXSUGPDfb.me/ads~~~~~~P1,****9941
20,2022-10-17,-2.92,"VUB,A.S.",DDFACEBK~GRNSWFXDfb.me/ads~~~~~~P1,****9941
21,2022-10-07,-1000.0,,Reklamne video c.2,20220006
22,2022-09-30,6.0,,Odpustenie vedenie konta,9
23,2022-09-30,-6.0,,Vedenie konta Transparentný účet,9
24,2022-09-26,-173.4,,Inzercia Halo noviny,20220069
25,2022-09-13,-310.01,,Fotenie portretov na reklamu,20220036
26,2022-09-13,2000.0,Michal Repaský,,13092022
27,2022-09-02,-12.0,Platba kartou,FACEBK 33UZBE7E fb.me/ads,****9941
28,2022-08-31,6.0,,Odpustenie vedenie konta,9
29,2022-08-31,-6.0,,Vedenie konta Transparentný účet,9
30,2022-08-30,-9.0,"VUB,A.S.",DDFACEBK~SZN3GFFEfb.me/ads~~~~~~P1,****9941
31,2022-08-30,-6.0,"VUB,A.S.",DDFACEBK~HE8TNFPDfb.me/ads~~~~~~P1,****9941
32,2022-08-30,-4.0,Platba kartou,FACEBK TUN9RETD fb.me/ads,****9941
33,2022-08-30,-2.0,Platba kartou,FACEBK W9JSMFPD fb.me/ads,****9941
34,2022-08-30,-2.0,Platba kartou,FACEBK HWBAXF3E fb.me/ads,****9941
35,2022-08-30,-1.5,Platba kartou,FACEBK MYZLQEXD fb.me/ads,****9941
36,2022-08-30,-1.5,Platba kartou,FACEBK WH4C8E7E fb.me/ads,****9941
37,2022-08-30,-1.5,Platba kartou,FACEBK 7CDAMFPD fb.me/ads,****9941
38,2022-08-24,-1000.0,,Reklamne video c.1,20220005
39,2022-08-10,-720.0,,reklamne sluzby kampan Volby Repasky 1.9.-31.10.2022- 5ks bilboards,9202203
40,2022-08-08,2000.0,Michal Repaský,,
41,2022-07-29,5.0,,Odpust.-popl.za platby a ved.úč/ko,9
42,2022-07-29,-5.0,,Vedenie účtu,9
43,2022-07-28,11000.0,Michal Repaský,,
