index,date,amount,tx_type,account_name,message,ks,vs,ss,note
0,2022-08-21,-6.95,Transakcia kartou,,"Nákup: FACEBK QH48RGT6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 21.8.2022, částka  6.95 EUR",,7257,,"Nákup: FACEBK QH48RGT6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 21.8.2022, částka  6.95 EUR"
1,2022-08-20,-6.46,Transakcia kartou,,"Nákup: FACEBK 64MRWJ37S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 20.8.2022, částka  6.46 EUR",,7257,,"Nákup: FACEBK 64MRWJ37S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 20.8.2022, částka  6.46 EUR"
2,2022-08-19,-9.0,Transakcia kartou,,"Nákup: FACEBK DWWBPGT6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 18.8.2022, částka  9.00 EUR",,7257,,"Nákup: FACEBK DWWBPGT6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 18.8.2022, částka  9.00 EUR"
3,2022-08-18,-6.0,Transakcia kartou,,"Nákup: FACEBK QTSLLGB7S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 17.8.2022, částka  6.00 EUR",,7257,,"Nákup: FACEBK QTSLLGB7S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 17.8.2022, částka  6.00 EUR"
4,2022-08-16,-4.0,Transakcia kartou,,"Nákup: FACEBK 68HHTJ37S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 16.8.2022, částka  4.00 EUR",,7257,,"Nákup: FACEBK 68HHTJ37S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 16.8.2022, částka  4.00 EUR"
5,2022-08-15,-2.0,Transakcia kartou,,"Nákup: FACEBK 96EBAHT7S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 15.8.2022, částka  2.00 EUR",,7257,,"Nákup: FACEBK 96EBAHT7S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 15.8.2022, částka  2.00 EUR"
6,2022-08-13,-27.09,Transakcia kartou,,"Nákup: FACEBK KAKY3HX6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 12.8.2022, částka  27.09 EUR",,7257,,"Nákup: FACEBK KAKY3HX6S2,  4 Grand Canal Square, fb.me/ads, 2, IRL, dne 12.8.2022, částka  27.09 EUR"
7,2022-08-12,-4873.2,Bezhotovostná platba,,,,2223040,,"tlač a prenájom BB, FB"
8,2022-08-12,-243.0,Bezhotovostná platba,,,,016220399,,článok Trnavsko
9,2022-08-09,-6800.0,Platba prevodom v rámci banky,,vrátenie daru na podporu politickej kandidatúry,,,,vrátenie daru na podporu politickej kandidatúry
10,2022-08-09,7800.0,Bezhotovostný príjem,"LEIMA, s.r.o.",/DO2022-08-08/SP Dar na podporu politickej kandidatury obdarovaneho na post primatora Mesta Trnava v komunalnych volbach 2022,,,,"LEIMA, s.r.o."
11,2022-08-02,-243.0,Bezhotovostná platba,,,,014220010,,článok Trnavsko
12,2022-08-02,-42.41,Bezhotovostná platba,,,0308,12200557,,nabíjanie autobusu Empark
13,2022-07-25,-243.0,Bezhotovostná platba,,Uhrada faktury 01 422 0010,,014220010,,článok Trnavsko
14,2022-07-20,6800.0,Platba prevodom v rámci banky,Trnava pre každého,dar na podporu politickej kandidatury,,,,dar na podporu politickej kandidatury
