index,account_name,date,amount,currency,message,tx_type,vs,ss
0,"DG Tip, spol. s r.o.",2022-09-20,-263.86,EUR,"Objednávka č. 2502200375, č. FA - 455220031, dorbné reklamné predmety volebnej kampane, DG Tip, spol. s r.o.",Okamžitá platba (EB),455220031,
1,"euroAWK, spol. s r. o.",2022-09-18,-410.4,EUR,"Úhrada faktúry č. 2270534, objednávka č. 2250234 , platba za poskytnutie reklamného priestoru CL, Dodávateľ euroAWK, spol. s r.o.",Platobný príkaz na úhradu / FIT 2.0 (EB),2270534,
2,"euroAWK, spol. s r. o.",2022-09-18,-410.4,EUR,"Úhrada faktúry č. 2270533, objednávka č. 2250192 , platba za poskytnutie reklamného priestoru CL, Dodávateľ euroAWK, spol. s r.o.",Platobný príkaz na úhradu / FIT 2.0 (EB),2270533,
3,Hus Igor,2022-09-18,2000.0,EUR,Prevod peňažných prostriedkov z osobného účtu Mgr. Igor Hus na transparentný účet Mgr. Igor Hus.,Bezhotovostný vklad,,
4,"Petit Press, a.s. divízia týždenníkov, o.z.",2022-09-02,-180.0,EUR,"Úhrada inzercie - zverejnenie článku + propagácia príspevku na sociálnej sieti, Dodávateľ:Petit Press, a.s.,Objednávateľ: Mgr. Igor Hus",Okamžitá platba (EB),2235109696,
5,,2022-08-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
6,,2022-07-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
7,"ISPA, spol. s r.o.",2022-07-27,-576.0,EUR,"Úhrada faktúry č. 22950259, platba za poskytnutie reklamného priestoru, výroba - tlač billboard, Dodávateľ ISPA, spol. s r.o.",Okamžitá platba (EB),202103376,
8,Hus Igor,2022-07-27,500.0,EUR,Prevod peňažných prostriedkov z osobného účtu Mgr. Igor Hus na transparentný účet Mgr. Igor Hus.,Bezhotovostný vklad,,
9,,2022-06-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
10,,2022-05-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
11,,2022-04-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
12,"euroAWK, spol. s r. o.",2022-04-10,-532.8,EUR,"Úhrada objednávky č. 2200338, číslo faktúry 2270044 - spoločnosť euroAWK, spol. s r. o., IČO: 35808683",Platobný príkaz na úhradu / FIT 2.0 (EB),2270044,
13,Hus Igor,2022-04-10,1000.0,EUR,Prevod peňažných prostriedkov z osobného účtu Mgr. Igor Hus na transparentný účet Mgr. Igor Hus.,Bezhotovostný vklad,,
