index,account_name,date,amount,currency,message,tx_type,vs,ss
0,BigMedia sro,2022-10-12,-2000.0,EUR,Jan Spevar fa c 12223/01101,Platobný príkaz na úhradu / FIT 2.0 (EB),122230110,6708131815
1,,2022-09-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
2,,2022-09-30,-6.0,EUR,Poplatok za vedenie účtu,Poplatok,,
3,"EK-PROMOTION, s.r.o.",2022-09-26,-413.76,EUR,JSP prenajom bilboardov tlac a vylep,Platobný príkaz na úhradu / FIT 2.0 (EB),20220070,6708131815
4,MG Company sro,2022-09-26,-392.4,EUR,Platba JSP Reklamne sluzby + tlac,Okamžitá platba (EB),1272022,
5,,2022-08-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
6,,2022-08-31,-6.0,EUR,Poplatok za vedenie účtu,Poplatok,,
7,"EK-PROMOTION, s.r.o.",2022-08-31,-350.8,EUR,JSP prenajom reklamnej plochy VOLBY 2022,Platobný príkaz na úhradu / FIT 2.0 (EB),20220058,6708131815
8,MG Company sro,2022-08-30,-399.0,EUR,0220830155759.739273,Okamžitá platba (EB),1132022,6708131815
9,MG Company sro,2022-08-03,-531.6,EUR,Jan Spevar,Okamžitá platba (EB),1022022,
10,,2022-07-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
11,,2022-07-31,-6.0,EUR,Poplatok za vedenie účtu,Poplatok,,
12,"EK-PROMOTION, s.r.o.",2022-07-29,-350.4,EUR,Jan Spevar prenajom bilboardov 2ks Handlova,Platobný príkaz na úhradu / FIT 2.0 (EB),20220051,
13,Spevár Ján,2022-07-29,5000.0,EUR,JAN SPEVAR TRANSPARENTNY UCET,Bezhotovostný vklad,,
14,"EK-PROMOTION, s.r.o.",2022-07-01,-350.0,EUR,M.A. JAN SPEVAR,Platobný príkaz na úhradu / FIT 2.0 (EB),20220043,
15,,2022-06-30,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
16,,2022-06-30,-2.0,EUR,Poplatok za vedenie účtu,Poplatok,,
