index,account_name,date,amount,currency,message,tx_type,vs,ss
0,EUROAWK S.R.O.,2022-09-21,-264.0,EUR,BENČÍK PATRIK JUDR EUROAWK CLV102022,Platobný príkaz na úhradu / FIT 2.0 (EB),2270557,
1,OZ NÁŠ PREŠOV,2022-09-20,-150.0,EUR,BENČÍK PATRIK JUDR. ÚČASTNÍCKYPOPLATOK DISKUSIA KANDIDÁTOV NAPRIMÁTORA OZ NÁŠ PREŠOV,Platobný príkaz na úhradu / FIT 2.0 (EB),052022,
2,"PRO BONO, S.R.O.",2022-09-19,1500.0,EUR,PRO BONO S.R.O. FINANCNY DAR VOLBY 2022,Bezhotovostný vklad,22022,
3,BIGMEDIA S.R.O.,2022-09-07,-372.0,EUR,BENČÍK PATRIK JUDR. VOLEBNÁ KAMPAŇ2022 BIGMEDIA PRENAJOM BILLBOARDOV,Platobný príkaz na úhradu / FIT 2.0 (EB),122290292,
4,EUROAWK S.R.O.,2022-09-07,-660.0,EUR,,Platobný príkaz na úhradu / FIT 2.0 (EB),2270461,
5,EUROAWK S.R.O.,2022-09-07,-660.0,EUR,BENČÍK PATRIK JUDR VOLEBNÁ KAMPAŇ2022 CITYLIGHTY PREŠOV,Platobný príkaz na úhradu / FIT 2.0 (EB),2270462,
6,"PRO BONO, S.R.O.",2022-09-05,-960.0,EUR,BENČÍK PATRIK JUDR BILLBOARDYPREŠOV 09+10/2022 VOLEBNÁ KAMPAŇ2022,Okamžitá platba (EB),20220067,
7,SUKROMNA BEZPECNOSTN,2022-09-05,2000.0,EUR,volby 2022,Bezhotovostný vklad,,
8,"Benčík Patrik, JUDr.",2022-09-02,2000.0,EUR,FINANCNY DAR VOLBY 2022,Bezhotovostný vklad - okamžitá platba,022022,
9,,2022-08-31,-5.0,EUR,Zverejňovanie účtu,Poplatok,,
10,,2022-08-31,-0.19,EUR,Poplatok za vedenie účtu,Poplatok,,
11,"Benčík Patrik, JUDr.",2022-08-31,100.0,EUR,OO22083100021220,Bezhotovostný vklad - okamžitá platba,,
