index,date,amount,account_name,message,vs
0,2022-08-31,6.0,,Odpustenie vedenie konta,9
1,2022-08-31,-6.0,,Vedenie konta Transparentný účet,9
2,2022-08-03,-156.0,"Visqo,s.r.o.",Anton Danko,20220018
3,2022-07-29,6.0,,Odpustenie vedenie konta,9
4,2022-07-29,-6.0,,Vedenie konta Transparentný účet,9
5,2022-06-30,5.22,,Odpust.-popl.za platby a ved.úč/ko,9
6,2022-06-30,-0.22,,Poplatky za platby spolu,9
7,2022-06-30,-5.0,,Vedenie účtu,9
8,2022-06-20,-26.4,"Visqo,s.r.o.",Anton Danko,20220001
9,2022-06-15,5000.0,Anton Danko,,
